mixture,n_samples,seed,classifier,delta,aapr,aaf1,aamass,auc_roc,fit_time_s
well_separated,1000,123,LogisticRegression,0.15,0.02,0.0154,0.0,1.0,0.0047
well_separated,1000,123,LogisticRegression,0.2,0.02,0.0154,0.0,1.0,0.0047
well_separated,1000,123,LogisticRegression,0.25,0.02,0.0154,0.0,1.0,0.0047
well_separated,1000,123,LogisticRegression,0.3,0.02,0.0154,0.0,1.0,0.0047
well_separated,1000,123,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1885
well_separated,1000,123,XGBoost,0.05,0.0196,0.0148,0.0,1.0,0.0277
well_separated,1000,123,XGBoost,0.1,0.0196,0.0148,0.0,1.0,0.0277
well_separated,1000,123,XGBoost,0.15,0.0196,0.0148,0.0,1.0,0.0277
well_separated,1000,123,XGBoost,0.2,0.0196,0.0148,0.005,1.0,0.0277
well_separated,1000,123,XGBoost,0.25,0.0196,0.0148,0.005,1.0,0.0277
well_separated,1000,123,XGBoost,0.3,0.0196,0.0148,0.005,1.0,0.0277
well_separated,1000,456,LogisticRegression,0.05,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,LogisticRegression,0.1,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,LogisticRegression,0.15,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,LogisticRegression,0.2,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,LogisticRegression,0.25,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,LogisticRegression,0.3,0.0247,0.019,0.0,1.0,0.0081
well_separated,1000,456,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1104
well_separated,1000,456,XGBoost,0.05,0.0167,0.0128,0.0,1.0,0.0339
well_separated,1000,456,XGBoost,0.1,0.0167,0.0128,0.0,1.0,0.0339
well_separated,1000,456,XGBoost,0.15,0.0167,0.0128,0.0,1.0,0.0339
well_separated,1000,456,XGBoost,0.2,0.0167,0.0128,0.01,1.0,0.0339
well_separated,1000,456,XGBoost,0.25,0.0167,0.0128,0.01,1.0,0.0339
well_separated,1000,456,XGBoost,0.3,0.0167,0.0128,0.01,1.0,0.0339
well_separated,1000,789,LogisticRegression,0.05,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,LogisticRegression,0.1,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,LogisticRegression,0.15,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,LogisticRegression,0.2,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,LogisticRegression,0.25,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,LogisticRegression,0.3,0.0207,0.0158,0.0,1.0,0.0039
well_separated,1000,789,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1121
well_separated,1000,789,XGBoost,0.05,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,789,XGBoost,0.1,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,789,XGBoost,0.15,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,789,XGBoost,0.2,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,789,XGBoost,0.25,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,789,XGBoost,0.3,0.0168,0.0129,0.0,1.0,0.0465
well_separated,1000,1024,LogisticRegression,0.05,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,LogisticRegression,0.1,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,LogisticRegression,0.15,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,LogisticRegression,0.2,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,LogisticRegression,0.25,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,LogisticRegression,0.3,0.022,0.0169,0.0,1.0,0.0048
well_separated,1000,1024,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1055
well_separated,1000,1024,XGBoost,0.05,0.01,0.0081,0.0,1.0,0.0274
well_separated,1000,1024,XGBoost,0.1,0.01,0.0081,0.0,1.0,0.0274
well_separated,1000,1024,XGBoost,0.15,0.01,0.0081,0.0,1.0,0.0274
well_separated,1000,1024,XGBoost,0.2,0.01,0.0081,0.0,1.0,0.0274
well_separated,1000,1024,XGBoost,0.25,0.01,0.0081,0.0,1.0,0.0274
well_separated,1000,1024,XGBoost,0.3,0.01,0.0081,0.0,1.0,0.0274
well_separated,5000,42,LogisticRegression,0.05,0.0064,0.0047,0.0,1.0,0.0054
well_separated,5000,42,LogisticRegression,0.1,0.0064,0.0047,0.0,1.0,0.0054
well_separated,5000,42,LogisticRegression,0.15,0.0064,0.0047,0.0,1.0,0.0054
well_separated,5000,42,LogisticRegression,0.2,0.0064,0.0047,0.001,1.0,0.0054
well_separated,5000,42,LogisticRegression,0.25,0.0064,0.0047,0.001,1.0,0.0054
well_separated,5000,42,LogisticRegression,0.3,0.0064,0.0047,0.001,1.0,0.0054
well_separated,5000,42,RandomForest,0.05,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,RandomForest,0.1,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,RandomForest,0.15,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,RandomForest,0.2,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,RandomForest,0.25,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,RandomForest,0.3,0.164,0.1491,0.001,1.0,0.1489
well_separated,5000,42,XGBoost,0.05,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,42,XGBoost,0.1,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,42,XGBoost,0.15,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,42,XGBoost,0.2,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,42,XGBoost,0.25,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,42,XGBoost,0.3,0.1588,0.1441,0.003,1.0,0.0322
well_separated,5000,123,LogisticRegression,0.05,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,LogisticRegression,0.1,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,LogisticRegression,0.15,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,LogisticRegression,0.2,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,LogisticRegression,0.25,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,LogisticRegression,0.3,0.0057,0.0042,0.0,1.0,0.0071
well_separated,5000,123,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1386
well_separated,5000,123,XGBoost,0.05,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,123,XGBoost,0.1,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,123,XGBoost,0.15,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,123,XGBoost,0.2,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,123,XGBoost,0.25,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,123,XGBoost,0.3,0.1587,0.144,0.002,1.0,0.0275
well_separated,5000,456,LogisticRegression,0.05,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,LogisticRegression,0.1,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,LogisticRegression,0.15,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,LogisticRegression,0.2,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,LogisticRegression,0.25,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,LogisticRegression,0.3,0.0063,0.0046,0.0,1.0,0.0054
well_separated,5000,456,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1559
well_separated,5000,456,XGBoost,0.05,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,456,XGBoost,0.1,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,456,XGBoost,0.15,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,456,XGBoost,0.2,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,456,XGBoost,0.25,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,456,XGBoost,0.3,0.1581,0.1436,0.002,1.0,0.0305
well_separated,5000,789,LogisticRegression,0.05,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,LogisticRegression,0.1,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,LogisticRegression,0.15,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,LogisticRegression,0.2,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,LogisticRegression,0.25,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,LogisticRegression,0.3,0.0058,0.0043,0.0,1.0,0.0108
well_separated,5000,789,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1448
well_separated,5000,789,XGBoost,0.05,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,789,XGBoost,0.1,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,789,XGBoost,0.15,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,789,XGBoost,0.2,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,789,XGBoost,0.25,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,789,XGBoost,0.3,0.1575,0.1431,0.002,1.0,0.0286
well_separated,5000,1024,LogisticRegression,0.05,0.0079,0.0057,0.0,1.0,0.0078
well_separated,5000,1024,LogisticRegression,0.1,0.0079,0.0057,0.0,1.0,0.0078
well_separated,5000,1024,LogisticRegression,0.15,0.0079,0.0057,0.0,1.0,0.0078
well_separated,5000,1024,LogisticRegression,0.2,0.0079,0.0057,0.0,1.0,0.0078
well_separated,5000,1024,LogisticRegression,0.25,0.0079,0.0057,0.0,1.0,0.0078
well_separated,5000,1024,LogisticRegression,0.3,0.0079,0.0057,0.001,1.0,0.0078
well_separated,5000,1024,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.3359
well_separated,5000,1024,XGBoost,0.05,0.1635,0.1473,0.007,1.0,0.0811
well_separated,5000,1024,XGBoost,0.1,0.1635,0.1473,0.007,1.0,0.0811
well_separated,5000,1024,XGBoost,0.15,0.1635,0.1473,0.007,1.0,0.0811
well_separated,5000,1024,XGBoost,0.2,0.1635,0.1473,0.007,1.0,0.0811
well_separated,5000,1024,XGBoost,0.25,0.1635,0.1473,0.007,1.0,0.0811
well_separated,5000,1024,XGBoost,0.3,0.1635,0.1473,0.007,1.0,0.0811
overlapping,500,42,LogisticRegression,0.05,0.2755,0.2218,0.02,0.9884,0.0019
overlapping,500,42,LogisticRegression,0.1,0.2755,0.2218,0.04,0.9884,0.0019
overlapping,500,42,LogisticRegression,0.15,0.2755,0.2218,0.07,0.9884,0.0019
overlapping,500,42,LogisticRegression,0.2,0.2755,0.2218,0.1,0.9884,0.0019
overlapping,500,42,LogisticRegression,0.25,0.2755,0.2218,0.15,0.9884,0.0019
overlapping,500,42,LogisticRegression,0.3,0.2755,0.2218,0.17,0.9884,0.0019
overlapping,500,42,RandomForest,0.05,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,RandomForest,0.1,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,RandomForest,0.15,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,RandomForest,0.2,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,RandomForest,0.25,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,RandomForest,0.3,0.0703,0.0589,0.02,1.0,0.0905
overlapping,500,42,XGBoost,0.05,0.0515,0.0433,0.0,1.0,0.0264
overlapping,500,42,XGBoost,0.1,0.0515,0.0433,0.01,1.0,0.0264
overlapping,500,42,XGBoost,0.15,0.0515,0.0433,0.01,1.0,0.0264
overlapping,500,42,XGBoost,0.2,0.0515,0.0433,0.01,1.0,0.0264
overlapping,500,42,XGBoost,0.25,0.0515,0.0433,0.01,1.0,0.0264
overlapping,500,42,XGBoost,0.3,0.0515,0.0433,0.01,1.0,0.0264
overlapping,500,123,LogisticRegression,0.05,0.3456,0.2752,0.01,0.97,0.007
overlapping,500,123,LogisticRegression,0.1,0.3456,0.2752,0.05,0.97,0.007
overlapping,500,123,LogisticRegression,0.15,0.3456,0.2752,0.07,0.97,0.007
overlapping,500,123,LogisticRegression,0.2,0.3456,0.2752,0.11,0.97,0.007
overlapping,500,123,LogisticRegression,0.25,0.3456,0.2752,0.14,0.97,0.007
overlapping,500,123,LogisticRegression,0.3,0.3456,0.2752,0.18,0.97,0.007
overlapping,500,123,RandomForest,0.05,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,RandomForest,0.1,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,RandomForest,0.15,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,RandomForest,0.2,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,RandomForest,0.25,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,RandomForest,0.3,0.0164,0.012,0.0,1.0,0.0999
overlapping,500,123,XGBoost,0.05,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,123,XGBoost,0.1,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,123,XGBoost,0.15,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,123,XGBoost,0.2,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,123,XGBoost,0.25,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,123,XGBoost,0.3,0.0764,0.0607,0.0,1.0,0.0302
overlapping,500,456,LogisticRegression,0.05,0.3162,0.2448,0.01,0.9616,0.0028
overlapping,500,456,LogisticRegression,0.1,0.3162,0.2448,0.03,0.9616,0.0028
overlapping,500,456,LogisticRegression,0.15,0.3162,0.2448,0.05,0.9616,0.0028
overlapping,500,456,LogisticRegression,0.2,0.3162,0.2448,0.05,0.9616,0.0028
overlapping,500,456,LogisticRegression,0.25,0.3162,0.2448,0.1,0.9616,0.0028
overlapping,500,456,LogisticRegression,0.3,0.3162,0.2448,0.15,0.9616,0.0028
overlapping,500,456,RandomForest,0.05,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,RandomForest,0.1,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,RandomForest,0.15,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,RandomForest,0.2,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,RandomForest,0.25,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,RandomForest,0.3,0.1864,0.1668,0.01,1.0,0.0918
overlapping,500,456,XGBoost,0.05,0.1043,0.0819,0.0,1.0,0.0253
overlapping,500,456,XGBoost,0.1,0.1043,0.0819,0.0,1.0,0.0253
overlapping,500,456,XGBoost,0.15,0.1043,0.0819,0.0,1.0,0.0253
overlapping,500,456,XGBoost,0.2,0.1043,0.0819,0.0,1.0,0.0253
